Trade number,Type,Date and time,Signal,Price,Size (qty),Size (value),Net PnL NONE,Net PnL %,Favorable excursion NONE,Favorable excursion %,Adverse excursion NONE,Adverse excursion %,Cumulative PnL NONE,Cumulative PnL %
1,Exit short,2025-10-14 10:45,S-Exit,25237,1,25187,-50,-0.20,22.25,0.09,-50,-0.20,-50,0.00
1,Entry short,2025-10-14 10:00,Short,25187,1,25187,-50,-0.20,22.25,0.09,-50,-0.20,-50,0.00
2,Exit short,2025-10-14 12:09,S-Exit,25103.2,1,25178.2,75,0.30,75,0.30,-3.05,-0.01,25,0.00
2,Entry short,2025-10-14 11:06,Short,25178.2,1,25178.2,75,0.30,75,0.30,-3.05,-0.01,25,0.00
3,Exit short,2025-10-14 14:33,Long,25176.55,1,25126.9,-49.65,-0.20,31.85,0.13,-49.65,-0.20,-24.65,0.00
3,Entry short,2025-10-14 13:36,Short,25126.9,1,25126.9,-49.65,-0.20,31.85,0.13,-49.65,-0.20,-24.65,0.00
4,Exit long,2025-10-14 15:15,EOD Square-off,25158,1,25176.55,-18.55,-0.07,20.9,0.08,-41.8,-0.17,-43.2,0.00
4,Entry long,2025-10-14 14:33,Long,25176.55,1,25176.55,-18.55,-0.07,20.9,0.08,-41.8,-0.17,-43.2,0.00
5,Exit long,2025-10-15 15:15,EOD Square-off,25327.9,1,25314.65,13.25,0.05,17.15,0.07,-11,-0.04,-29.95,0.00
5,Entry long,2025-10-15 14:51,Long,25314.65,1,25314.65,13.25,0.05,17.15,0.07,-11,-0.04,-29.95,0.00
6,Exit long,2025-10-17 13:36,L-Exit,25629.25,1,25679.25,-50,-0.19,25.95,0.10,-50,-0.19,-79.95,-0.01
6,Entry long,2025-10-17 13:09,Long,25679.25,1,25679.25,-50,-0.19,25.95,0.10,-50,-0.19,-79.95,-0.01
7,Exit short,2025-10-17 14:00,S-Exit,25677.4,1,25626.9,-50.5,-0.20,6.45,0.03,-50.5,-0.20,-130.45,-0.01
7,Entry short,2025-10-17 13:36,Short,25626.9,1,25626.9,-50.5,-0.20,6.45,0.03,-50.5,-0.20,-130.45,-0.01
8,Exit long,2025-10-17 15:15,EOD Square-off,25712.1,1,25685.15,26.95,0.10,66.55,0.26,-26.9,-0.10,-103.5,-0.01
8,Entry long,2025-10-17 14:06,Long,25685.15,1,25685.15,26.95,0.10,66.55,0.26,-26.9,-0.10,-103.5,-0.01
9,Exit long,2025-10-20 14:27,L-Exit,25811.05,1,25861.05,-50,-0.19,23.1,0.09,-50,-0.19,-153.5,-0.02
9,Entry long,2025-10-20 14:12,Long,25861.05,1,25861.05,-50,-0.19,23.1,0.09,-50,-0.19,-153.5,-0.02
10,Exit long,2025-10-21 14:30,L-Exit,25866,1,25916,-50,-0.19,5.3,0.02,-50,-0.19,-203.5,-0.02
10,Entry long,2025-10-21 13:45,Long,25916,1,25916,-50,-0.19,5.3,0.02,-50,-0.19,-203.5,-0.02
11,Exit short,2025-10-23 15:06,S-Exit,25901.85,1,25976.85,75,0.29,75,0.29,-20,-0.08,-128.5,-0.01
11,Entry short,2025-10-23 14:03,Short,25976.85,1,25976.85,75,0.29,75,0.29,-20,-0.08,-128.5,-0.01
12,Exit long,2025-10-27 15:15,EOD Square-off,25965.75,1,25953.8,11.95,0.05,31.1,0.12,-27.05,-0.10,-116.55,-0.01
12,Entry long,2025-10-27 13:48,Long,25953.8,1,25953.8,11.95,0.05,31.1,0.12,-27.05,-0.10,-116.55,-0.01
13,Exit short,2025-10-28 12:06,S-Exit,25832.05,1,25907.05,75,0.29,75,0.29,-7.05,-0.03,-41.55,0.00
13,Entry short,2025-10-28 10:03,Short,25907.05,1,25907.05,75,0.29,75,0.29,-7.05,-0.03,-41.55,0.00
14,Exit long,2025-10-28 13:42,L-Exit,25888.3,1,25938.3,-50,-0.19,17.7,0.07,-50,-0.19,-91.55,-0.01
14,Entry long,2025-10-28 12:45,Long,25938.3,1,25938.3,-50,-0.19,17.7,0.07,-50,-0.19,-91.55,-0.01
15,Exit short,2025-10-28 15:06,S-Exit,25929.6,1,25879.6,-50,-0.19,69.55,0.27,-50,-0.19,-141.55,-0.01
15,Entry short,2025-10-28 13:42,Short,25879.6,1,25879.6,-50,-0.19,69.55,0.27,-50,-0.19,-141.55,-0.01
16,Exit long,2025-10-29 15:15,EOD Square-off,26050.85,1,26046.8,4.05,0.02,35.6,0.14,-31.5,-0.12,-137.5,-0.01
16,Entry long,2025-10-29 14:09,Long,26046.8,1,26046.8,4.05,0.02,35.6,0.14,-31.5,-0.12,-137.5,-0.01
17,Exit short,2025-10-30 13:30,S-Exit,25879.65,1,25954.65,75,0.29,75,0.29,-2.85,-0.01,-62.5,-0.01
17,Entry short,2025-10-30 11:27,Short,25954.65,1,25954.65,75,0.29,75,0.29,-2.85,-0.01,-62.5,-0.01
18,Exit long,2025-10-31 10:03,L-Exit,25898.1,1,25948.1,-50,-0.19,5.65,0.02,-50,-0.19,-112.5,-0.01
18,Entry long,2025-10-31 09:33,Long,25948.1,1,25948.1,-50,-0.19,5.65,0.02,-50,-0.19,-112.5,-0.01
19,Exit short,2025-10-31 10:30,S-Exit,25808.65,1,25883.65,75,0.29,75,0.29,-8.5,-0.03,-37.5,0.00
19,Entry short,2025-10-31 10:03,Short,25883.65,1,25883.65,75,0.29,75,0.29,-8.5,-0.03,-37.5,0.00
20,Exit short,2025-11-03 14:15,S-Exit,25782.95,1,25732.95,-50,-0.19,37.6,0.15,-50,-0.19,-87.5,-0.01
20,Entry short,2025-11-03 10:00,Short,25732.95,1,25732.95,-50,-0.19,37.6,0.15,-50,-0.19,-87.5,-0.01
21,Exit long,2025-11-03 14:48,L-Exit,25745.85,1,25795.85,-50,-0.19,7.25,0.03,-50,-0.19,-137.5,-0.01
21,Entry long,2025-11-03 14:15,Long,25795.85,1,25795.85,-50,-0.19,7.25,0.03,-50,-0.19,-137.5,-0.01
22,Exit short,2025-11-04 14:12,S-Exit,25616.75,1,25691.75,75,0.29,75,0.29,-4.9,-0.02,-62.5,-0.01
22,Entry short,2025-11-04 11:03,Short,25691.75,1,25691.75,75,0.29,75,0.29,-4.9,-0.02,-62.5,-0.01
23,Exit short,2025-11-06 10:15,S-Exit,25538.7,1,25613.7,75,0.29,75,0.29,-3.4,-0.01,12.5,0.00
23,Entry short,2025-11-06 10:03,Short,25613.7,1,25613.7,75,0.29,75,0.29,-3.4,-0.01,12.5,0.00
24,Exit short,2025-11-06 15:12,S-Exit,25493.65,1,25568.65,75,0.29,75,0.29,-34.45,-0.13,87.5,0.01
24,Entry short,2025-11-06 13:09,Short,25568.65,1,25568.65,75,0.29,75,0.29,-34.45,-0.13,87.5,0.01
25,Exit short,2025-11-07 12:39,S-Exit,25480.4,1,25430.4,-50,-0.20,1.35,0.01,-50,-0.20,37.5,0.00
25,Entry short,2025-11-07 11:48,Short,25430.4,1,25430.4,-50,-0.20,1.35,0.01,-50,-0.20,37.5,0.00
26,Exit long,2025-11-07 15:15,EOD Square-off,25511.5,1,25499.25,12.25,0.05,52,0.20,-42.65,-0.17,49.75,0.00
26,Entry long,2025-11-07 12:48,Long,25499.25,1,25499.25,12.25,0.05,52,0.20,-42.65,-0.17,49.75,0.00
27,Exit long,2025-11-10 15:09,L-Exit,25573.35,1,25623.35,-50,-0.20,26.1,0.10,-50,-0.20,-0.25,0.00
27,Entry long,2025-11-10 14:03,Long,25623.35,1,25623.35,-50,-0.20,26.1,0.10,-50,-0.20,-0.25,0.00
28,Exit long,2025-11-11 13:45,L-Exit,25649.3,1,25574.3,75,0.29,75,0.29,-15.45,-0.06,74.75,0.01
28,Entry long,2025-11-11 12:27,Long,25574.3,1,25574.3,75,0.29,75,0.29,-15.45,-0.06,74.75,0.01
29,Exit long,2025-11-13 11:03,L-Exit,25961.8,1,25886.8,75,0.29,75,0.29,-28,-0.11,149.75,0.01
29,Entry long,2025-11-13 09:48,Long,25886.8,1,25886.8,75,0.29,75,0.29,-28,-0.11,149.75,0.01
30,Exit short,2025-11-13 15:15,EOD Square-off,25877.45,1,25895.8,18.35,0.07,29.7,0.11,-44.15,-0.17,168.1,0.02
30,Entry short,2025-11-13 14:06,Short,25895.8,1,25895.8,18.35,0.07,29.7,0.11,-44.15,-0.17,168.1,0.02
31,Exit short,2025-11-14 13:39,S-Exit,25766.45,1,25841.45,75,0.29,75,0.29,-22.6,-0.09,243.1,0.02
31,Entry short,2025-11-14 11:03,Short,25841.45,1,25841.45,75,0.29,75,0.29,-22.6,-0.09,243.1,0.02
32,Exit short,2025-11-14 15:00,S-Exit,25839.65,1,25789.65,-50,-0.19,30.55,0.12,-50,-0.19,193.1,0.02
32,Entry short,2025-11-14 14:42,Short,25789.65,1,25789.65,-50,-0.19,30.55,0.12,-50,-0.19,193.1,0.02
33,Exit short,2025-11-18 11:45,S-Exit,25968.1,1,25918.1,-50,-0.19,41,0.16,-50,-0.19,143.1,0.01
33,Entry short,2025-11-18 09:48,Short,25918.1,1,25918.1,-50,-0.19,41,0.16,-50,-0.19,143.1,0.01
34,Exit long,2025-11-18 15:00,L-Exit,25919.95,1,25969.95,-50,-0.19,27.2,0.10,-50,-0.19,93.1,0.01
34,Entry long,2025-11-18 11:45,Long,25969.95,1,25969.95,-50,-0.19,27.2,0.10,-50,-0.19,93.1,0.01
35,Exit long,2025-11-19 14:15,L-Exit,26042.35,1,25967.35,75,0.29,75,0.29,-49.55,-0.19,168.1,0.02
35,Entry long,2025-11-19 10:18,Long,25967.35,1,25967.35,75,0.29,75,0.29,-49.55,-0.19,168.1,0.02
36,Exit short,2025-11-21 12:21,Long,26149.85,1,26126.3,-23.55,-0.09,70.35,0.27,-26.45,-0.10,144.55,0.01
36,Entry short,2025-11-21 09:45,Short,26126.3,1,26126.3,-23.55,-0.09,70.35,0.27,-26.45,-0.10,144.55,0.01
37,Exit long,2025-11-21 13:45,L-Exit,26099.85,1,26149.85,-50,-0.19,29.35,0.11,-50,-0.19,94.55,0.01
37,Entry long,2025-11-21 12:21,Long,26149.85,1,26149.85,-50,-0.19,29.35,0.11,-50,-0.19,94.55,0.01
38,Exit short,2025-11-21 15:15,EOD Square-off,26071.65,1,26099.3,27.65,0.11,35.25,0.14,-3,-0.01,122.2,0.01
38,Entry short,2025-11-21 14:51,Short,26099.3,1,26099.3,27.65,0.11,35.25,0.14,-3,-0.01,122.2,0.01
39,Exit short,2025-11-24 10:33,S-Exit,26132,1,26082,-50,-0.19,17.3,0.07,-50,-0.19,72.2,0.01
39,Entry short,2025-11-24 09:33,Short,26082,1,26082,-50,-0.19,17.3,0.07,-50,-0.19,72.2,0.01
40,Exit long,2025-11-24 11:18,L-Exit,26090.3,1,26140.3,-50,-0.19,1.45,0.01,-50,-0.19,22.2,0.00
40,Entry long,2025-11-24 10:36,Long,26140.3,1,26140.3,-50,-0.19,1.45,0.01,-50,-0.19,22.2,0.00
41,Exit short,2025-11-24 15:00,S-Exit,25998.8,1,26073.8,75,0.29,75,0.29,-22.25,-0.09,97.2,0.01
41,Entry short,2025-11-24 11:51,Short,26073.8,1,26073.8,75,0.29,75,0.29,-22.25,-0.09,97.2,0.01
42,Exit short,2025-11-25 11:00,S-Exit,25933.4,1,26008.4,75,0.29,75,0.29,-12,-0.05,172.2,0.02
42,Entry short,2025-11-25 10:21,Short,26008.4,1,26008.4,75,0.29,75,0.29,-12,-0.05,172.2,0.02
43,Exit short,2025-11-25 14:18,S-Exit,26031.4,1,25981.4,-50,-0.19,27.05,0.10,-50,-0.19,122.2,0.01
43,Entry short,2025-11-25 12:12,Short,25981.4,1,25981.4,-50,-0.19,27.05,0.10,-50,-0.19,122.2,0.01
44,Exit short,2025-11-25 14:57,S-Exit,25898.65,1,25973.65,75,0.29,75,0.29,0,0.00,197.2,0.02
44,Entry short,2025-11-25 14:27,Short,25973.65,1,25973.65,75,0.29,75,0.29,0,0.00,197.2,0.02
45,Exit long,2025-11-26 10:00,L-Exit,26088.15,1,26013.15,75,0.29,75,0.29,-14.05,-0.05,272.2,0.03
45,Entry long,2025-11-26 09:33,Long,26013.15,1,26013.15,75,0.29,75,0.29,-14.05,-0.05,272.2,0.03
46,Exit long,2025-11-27 13:12,L-Exit,26195.45,1,26245.45,-50,-0.19,17.1,0.07,-50,-0.19,222.2,0.02
46,Entry long,2025-11-27 11:57,Long,26245.45,1,26245.45,-50,-0.19,17.1,0.07,-50,-0.19,222.2,0.02
47,Exit short,2025-11-27 15:15,EOD Square-off,26217.95,1,26178.3,-39.65,-0.15,36.4,0.14,-49.9,-0.19,182.55,0.02
47,Entry short,2025-11-27 13:12,Short,26178.3,1,26178.3,-39.65,-0.15,36.4,0.14,-49.9,-0.19,182.55,0.02
48,Exit long,2025-11-28 14:12,Short,26200.75,1,26239.7,-38.95,-0.15,41.05,0.16,-45.7,-0.17,143.6,0.01
48,Entry long,2025-11-28 09:30,Long,26239.7,1,26239.7,-38.95,-0.15,41.05,0.16,-45.7,-0.17,143.6,0.01
49,Exit short,2025-11-28 15:15,EOD Square-off,26197,1,26200.75,3.75,0.01,5.85,0.02,-21.7,-0.08,147.35,0.01
49,Entry short,2025-11-28 14:12,Short,26200.75,1,26200.75,3.75,0.01,5.85,0.02,-21.7,-0.08,147.35,0.01
50,Exit short,2025-12-01 14:54,S-Exit,26136.75,1,26211.75,75,0.29,75,0.29,-17.2,-0.07,222.35,0.02
50,Entry short,2025-12-01 11:42,Short,26211.75,1,26211.75,75,0.29,75,0.29,-17.2,-0.07,222.35,0.02
51,Exit short,2025-12-03 15:09,S-Exit,26002.25,1,25952.25,-50,-0.19,46.6,0.18,-50,-0.19,172.35,0.02
51,Entry short,2025-12-03 12:27,Short,25952.25,1,25952.25,-50,-0.19,46.6,0.18,-50,-0.19,172.35,0.02
52,Exit long,2025-12-04 10:36,L-Exit,26092.2,1,26017.2,75,0.29,75,0.29,-18.05,-0.07,247.35,0.02
52,Entry long,2025-12-04 09:33,Long,26017.2,1,26017.2,75,0.29,75,0.29,-18.05,-0.07,247.35,0.02
53,Exit long,2025-12-04 12:51,L-Exit,25989.25,1,26039.25,-50,-0.19,4.85,0.02,-50,-0.19,197.35,0.02
53,Entry long,2025-12-04 12:03,Long,26039.25,1,26039.25,-50,-0.19,4.85,0.02,-50,-0.19,197.35,0.02
54,Exit short,2025-12-04 14:54,S-Exit,26032.6,1,25982.6,-50,-0.19,20.2,0.08,-50,-0.19,147.35,0.01
54,Entry short,2025-12-04 13:36,Short,25982.6,1,25982.6,-50,-0.19,20.2,0.08,-50,-0.19,147.35,0.01
55,Exit long,2025-12-04 15:15,EOD Square-off,26027.65,1,26040.85,-13.2,-0.05,18.2,0.07,-14.2,-0.05,134.15,0.01
55,Entry long,2025-12-04 14:54,Long,26040.85,1,26040.85,-13.2,-0.05,18.2,0.07,-14.2,-0.05,134.15,0.01
56,Exit long,2025-12-05 10:48,L-Exit,26119.55,1,26044.55,75,0.29,75,0.29,-37.9,-0.15,209.15,0.02
56,Entry long,2025-12-05 09:33,Long,26044.55,1,26044.55,75,0.29,75,0.29,-37.9,-0.15,209.15,0.02
57,Exit long,2025-12-05 15:15,EOD Square-off,26193,1,26152.85,40.15,0.15,46.4,0.18,-30.05,-0.11,249.3,0.02
57,Entry long,2025-12-05 14:36,Long,26152.85,1,26152.85,40.15,0.15,46.4,0.18,-30.05,-0.11,249.3,0.02
58,Exit short,2025-12-08 12:27,S-Exit,26029.05,1,26104.05,75,0.29,75,0.29,-5.1,-0.02,324.3,0.03
58,Entry short,2025-12-08 09:45,Short,26104.05,1,26104.05,75,0.29,75,0.29,-5.1,-0.02,324.3,0.03
59,Exit short,2025-12-09 13:33,S-Exit,25902.8,1,25852.8,-50,-0.19,0.8,0.00,-50,-0.19,274.3,0.03
59,Entry short,2025-12-09 12:54,Short,25852.8,1,25852.8,-50,-0.19,0.8,0.00,-50,-0.19,274.3,0.03
60,Exit short,2025-12-09 15:15,EOD Square-off,25836.75,1,25861.7,24.95,0.10,60.1,0.23,-1.35,-0.01,299.25,0.03
60,Entry short,2025-12-09 14:15,Short,25861.7,1,25861.7,24.95,0.10,60.1,0.23,-1.35,-0.01,299.25,0.03
61,Exit long,2025-12-10 10:54,L-Exit,25854.55,1,25904.55,-50,-0.19,43.1,0.17,-50,-0.19,249.25,0.02
61,Entry long,2025-12-10 09:30,Long,25904.55,1,25904.55,-50,-0.19,43.1,0.17,-50,-0.19,249.25,0.02
62,Exit short,2025-12-10 12:36,S-Exit,25783.05,1,25858.05,75,0.29,75,0.29,-22.75,-0.09,324.25,0.03
62,Entry short,2025-12-10 10:54,Short,25858.05,1,25858.05,75,0.29,75,0.29,-22.75,-0.09,324.25,0.03
63,Exit short,2025-12-10 14:18,S-Exit,25746.55,1,25821.55,75,0.29,75,0.29,-28.65,-0.11,399.25,0.04
63,Entry short,2025-12-10 13:24,Short,25821.55,1,25821.55,75,0.29,75,0.29,-28.65,-0.11,399.25,0.04
64,Exit short,2025-12-11 09:39,S-Exit,25701.95,1,25776.95,75,0.29,75,0.29,-0.8,0.00,474.25,0.05
64,Entry short,2025-12-11 09:33,Short,25776.95,1,25776.95,75,0.29,75,0.29,-0.8,0.00,474.25,0.05
65,Exit long,2025-12-11 11:03,L-Exit,25769.9,1,25819.9,-50,-0.19,24.6,0.10,-50,-0.19,424.25,0.04
65,Entry long,2025-12-11 10:15,Long,25819.9,1,25819.9,-50,-0.19,24.6,0.10,-50,-0.19,424.25,0.04
66,Exit short,2025-12-11 11:21,S-Exit,25819.1,1,25769.1,-50,-0.19,3.2,0.01,-50,-0.19,374.25,0.04
66,Entry short,2025-12-11 11:03,Short,25769.1,1,25769.1,-50,-0.19,3.2,0.01,-50,-0.19,374.25,0.04
67,Exit long,2025-12-11 12:27,L-Exit,25910.9,1,25835.9,75,0.29,75,0.29,-22.6,-0.09,449.25,0.04
67,Entry long,2025-12-11 11:30,Long,25835.9,1,25835.9,75,0.29,75,0.29,-22.6,-0.09,449.25,0.04
68,Exit long,2025-12-11 15:15,EOD Square-off,25894.95,1,25860.9,34.05,0.13,61.9,0.24,-20.1,-0.08,483.3,0.05
68,Entry long,2025-12-11 13:09,Long,25860.9,1,25860.9,34.05,0.13,61.9,0.24,-20.1,-0.08,483.3,0.05
69,Exit short,2025-12-15 11:51,S-Exit,26004.15,1,25954.15,-50,-0.19,0.55,0.00,-50,-0.19,433.3,0.04
69,Entry short,2025-12-15 10:39,Short,25954.15,1,25954.15,-50,-0.19,0.55,0.00,-50,-0.19,433.3,0.04
70,Exit long,2025-12-15 15:15,EOD Square-off,26024.05,1,26008.6,15.45,0.06,38.55,0.15,-18.45,-0.07,448.75,0.04
70,Entry long,2025-12-15 11:51,Long,26008.6,1,26008.6,15.45,0.06,38.55,0.15,-18.45,-0.07,448.75,0.04
71,Exit short,2025-12-16 15:15,EOD Square-off,25851.25,1,25897.25,46,0.18,49.1,0.19,-12.5,-0.05,494.75,0.05
71,Entry short,2025-12-16 13:57,Short,25897.25,1,25897.25,46,0.18,49.1,0.19,-12.5,-0.05,494.75,0.05
72,Exit short,2025-12-17 12:27,S-Exit,25786.85,1,25861.85,75,0.29,75,0.29,-16.6,-0.06,569.75,0.06
72,Entry short,2025-12-17 09:48,Short,25861.85,1,25861.85,75,0.29,75,0.29,-16.6,-0.06,569.75,0.06
73,Exit short,2025-12-17 15:15,EOD Square-off,25812.8,1,25811.4,-1.4,-0.01,41.05,0.16,-21.25,-0.08,568.35,0.06
73,Entry short,2025-12-17 13:27,Short,25811.4,1,25811.4,-1.4,-0.01,41.05,0.16,-21.25,-0.08,568.35,0.06
74,Exit long,2025-12-18 14:09,Short,25806.05,1,25837.1,-31.05,-0.12,65.25,0.25,-34.95,-0.14,537.3,0.05
74,Entry long,2025-12-18 10:21,Long,25837.1,1,25837.1,-31.05,-0.12,65.25,0.25,-34.95,-0.14,537.3,0.05
75,Exit short,2025-12-18 15:15,EOD Square-off,25813.7,1,25806.05,-7.65,-0.03,35.2,0.14,-27.9,-0.11,529.65,0.05
75,Entry short,2025-12-18 14:09,Short,25806.05,1,25806.05,-7.65,-0.03,35.2,0.14,-27.9,-0.11,529.65,0.05
76,Exit long,2025-12-19 15:15,EOD Square-off,25968.4,1,25924.15,44.25,0.17,69.2,0.27,-16.4,-0.06,573.9,0.06
76,Entry long,2025-12-19 11:48,Long,25924.15,1,25924.15,44.25,0.17,69.2,0.27,-16.4,-0.06,573.9,0.06
77,Exit long,2025-12-23 15:15,EOD Square-off,26177.3,1,26161.2,16.1,0.06,72.35,0.28,-3.65,-0.01,590,0.06
77,Entry long,2025-12-23 09:54,Long,26161.2,1,26161.2,16.1,0.06,72.35,0.28,-3.65,-0.01,590,0.06
78,Exit long,2025-12-24 13:21,L-Exit,26171.4,1,26221.4,-50,-0.19,15,0.06,-50,-0.19,540,0.05
78,Entry long,2025-12-24 10:09,Long,26221.4,1,26221.4,-50,-0.19,15,0.06,-50,-0.19,540,0.05
79,Exit short,2025-12-24 15:15,EOD Square-off,26137.75,1,26154.2,16.45,0.06,31.2,0.12,-14.45,-0.06,556.45,0.06
79,Entry short,2025-12-24 13:30,Short,26154.2,1,26154.2,16.45,0.06,31.2,0.12,-14.45,-0.06,556.45,0.06
80,Exit short,2025-12-29 12:21,S-Exit,25962.25,1,26037.25,75,0.29,75,0.29,-5.45,-0.02,631.45,0.06
80,Entry short,2025-12-29 09:57,Short,26037.25,1,26037.25,75,0.29,75,0.29,-5.45,-0.02,631.45,0.06
81,Exit short,2025-12-30 13:45,Long,25955.75,1,25935.7,-20.05,-0.08,55.8,0.22,-40.15,-0.15,611.4,0.06
81,Entry short,2025-12-30 09:57,Short,25935.7,1,25935.7,-20.05,-0.08,55.8,0.22,-40.15,-0.15,611.4,0.06
82,Exit long,2025-12-30 15:15,EOD Square-off,25943.3,1,25955.75,-12.45,-0.05,4.6,0.02,-40.3,-0.16,598.95,0.06
82,Entry long,2025-12-30 13:45,Long,25955.75,1,25955.75,-12.45,-0.05,4.6,0.02,-40.3,-0.16,598.95,0.06
83,Exit long,2026-01-01 15:15,EOD Square-off,26126.8,1,26148.75,-21.95,-0.08,36.85,0.14,-35.35,-0.14,577,0.06
83,Entry long,2026-01-01 10:24,Long,26148.75,1,26148.75,-21.95,-0.08,36.85,0.14,-35.35,-0.14,577,0.06
84,Exit long,2026-01-02 15:15,EOD Square-off,26324.15,1,26288.3,35.85,0.14,43.85,0.17,-0.1,0.00,612.85,0.06
84,Entry long,2026-01-02 14:54,Long,26288.3,1,26288.3,35.85,0.14,43.85,0.17,-0.1,0.00,612.85,0.06
85,Exit long,2026-01-05 13:30,Short,26287.05,1,26309.7,-22.65,-0.09,63.5,0.24,-27.05,-0.10,590.2,0.06
85,Entry long,2026-01-05 09:48,Long,26309.7,1,26309.7,-22.65,-0.09,63.5,0.24,-27.05,-0.10,590.2,0.06
86,Exit short,2026-01-05 14:03,S-Exit,26212.05,1,26287.05,75,0.29,75,0.29,-11.25,-0.04,665.2,0.07
86,Entry short,2026-01-05 13:30,Short,26287.05,1,26287.05,75,0.29,75,0.29,-11.25,-0.04,665.2,0.07
87,Exit short,2026-01-06 11:15,S-Exit,26166.05,1,26241.05,75,0.29,75,0.29,-11.85,-0.05,740.2,0.07
87,Entry short,2026-01-06 10:09,Short,26241.05,1,26241.05,75,0.29,75,0.29,-11.85,-0.05,740.2,0.07
88,Exit short,2026-01-06 15:15,EOD Square-off,26177.8,1,26185.7,7.9,0.03,60.95,0.23,-2.55,-0.01,748.1,0.07
88,Entry short,2026-01-06 13:09,Short,26185.7,1,26185.7,7.9,0.03,60.95,0.23,-2.55,-0.01,748.1,0.07
89,Exit short,2026-01-07 11:03,S-Exit,26184,1,26134,-50,-0.19,8.8,0.03,-50,-0.19,698.1,0.07
89,Entry short,2026-01-07 10:27,Short,26134,1,26134,-50,-0.19,8.8,0.03,-50,-0.19,698.1,0.07
90,Exit short,2026-01-07 15:15,EOD Square-off,26140.35,1,26138.35,-2,-0.01,70.45,0.27,-28.1,-0.11,696.1,0.07
90,Entry short,2026-01-07 11:21,Short,26138.35,1,26138.35,-2,-0.01,70.45,0.27,-28.1,-0.11,696.1,0.07
91,Exit short,2026-01-08 10:51,S-Exit,26015.7,1,26090.7,75,0.29,75,0.29,-8.4,-0.03,771.1,0.08
91,Entry short,2026-01-08 09:42,Short,26090.7,1,26090.7,75,0.29,75,0.29,-8.4,-0.03,771.1,0.08
92,Exit long,2026-01-12 13:33,L-Exit,25740.5,1,25665.5,75,0.29,75,0.29,-25.4,-0.10,846.1,0.08
92,Entry long,2026-01-12 12:24,Long,25665.5,1,25665.5,75,0.29,75,0.29,-25.4,-0.10,846.1,0.08
93,Exit long,2026-01-13 09:54,L-Exit,25720.25,1,25770.25,-50,-0.19,5.85,0.02,-50,-0.19,796.1,0.08
93,Entry long,2026-01-13 09:45,Long,25770.25,1,25770.25,-50,-0.19,5.85,0.02,-50,-0.19,796.1,0.08
94,Exit long,2026-01-13 10:30,L-Exit,25821.85,1,25746.85,75,0.29,75,0.29,-20.75,-0.08,871.1,0.09
94,Entry long,2026-01-13 10:03,Long,25746.85,1,25746.85,75,0.29,75,0.29,-20.75,-0.08,871.1,0.09
95,Exit long,2026-01-13 12:09,L-Exit,25728.95,1,25778.95,-50,-0.19,0,0.00,-50,-0.19,821.1,0.08
95,Entry long,2026-01-13 11:54,Long,25778.95,1,25778.95,-50,-0.19,0,0.00,-50,-0.19,821.1,0.08
96,Exit short,2026-01-13 13:00,S-Exit,25638.7,1,25713.7,75,0.29,75,0.29,-20.7,-0.08,896.1,0.09
96,Entry short,2026-01-13 12:12,Short,25713.7,1,25713.7,75,0.29,75,0.29,-20.7,-0.08,896.1,0.09
97,Exit long,2026-01-14 10:18,L-Exit,25689.8,1,25739.8,-50,-0.19,1.55,0.01,-50,-0.19,846.1,0.08
97,Entry long,2026-01-14 09:54,Long,25739.8,1,25739.8,-50,-0.19,1.55,0.01,-50,-0.19,846.1,0.08
98,Exit short,2026-01-14 11:00,S-Exit,25729.65,1,25679.65,-50,-0.19,18.3,0.07,-50,-0.19,796.1,0.08
98,Entry short,2026-01-14 10:18,Short,25679.65,1,25679.65,-50,-0.19,18.3,0.07,-50,-0.19,796.1,0.08
99,Exit long,2026-01-14 13:30,Short,25704.55,1,25729.6,-25.05,-0.10,62.15,0.24,-27.25,-0.11,771.05,0.08
99,Entry long,2026-01-14 11:00,Long,25729.6,1,25729.6,-25.05,-0.10,62.15,0.24,-27.25,-0.11,771.05,0.08
100,Exit short,2026-01-14 14:21,S-Exit,25629.55,1,25704.55,75,0.29,75,0.29,-4.8,-0.02,846.05,0.08
100,Entry short,2026-01-14 13:30,Short,25704.55,1,25704.55,75,0.29,75,0.29,-4.8,-0.02,846.05,0.08
101,Exit short,2026-01-14 15:15,EOD Square-off,25650.4,1,25678.2,27.8,0.11,29.9,0.12,-15.9,-0.06,873.85,0.09
101,Entry short,2026-01-14 14:57,Short,25678.2,1,25678.2,27.8,0.11,29.9,0.12,-15.9,-0.06,873.85,0.09
102,Exit long,2026-01-16 10:15,L-Exit,25800.9,1,25725.9,75,0.29,75,0.29,-10.7,-0.04,948.85,0.09
102,Entry long,2026-01-16 09:42,Long,25725.9,1,25725.9,75,0.29,75,0.29,-10.7,-0.04,948.85,0.09
103,Exit long,2026-01-16 12:30,L-Exit,25740.15,1,25790.15,-50,-0.19,39.05,0.15,-50,-0.19,898.85,0.09
103,Entry long,2026-01-16 12:03,Long,25790.15,1,25790.15,-50,-0.19,39.05,0.15,-50,-0.19,898.85,0.09
104,Exit short,2026-01-16 15:15,EOD Square-off,25697.15,1,25724.55,27.4,0.11,62.15,0.24,-6.85,-0.03,926.25,0.09
