time,open,high,low,close,EMA,Volume,RSI,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2026-03-19T12:57:00+05:30,23261.15,23267.9,23259.15,23263.65,23258.78171414999,580665,55.35610221868915,,,,
2026-03-19T12:58:00+05:30,23262.95,23265.25,23257.45,23264.95,23259.55274988124,480458,56.09769547291223,,,,
2026-03-19T12:59:00+05:30,23264.85,23267.55,23262.15,23264.65,23260.189906146086,423651,55.867062134626984,,,,
2026-03-19T13:00:00+05:30,23265.35,23265.6,23258.4,23262.75,23260.509917877826,537307,54.34322175903353,,,,
2026-03-19T13:01:00+05:30,23262.85,23262.85,23251.9,23251.9,23259.433678143097,610927,46.536969803295555,,,,
2026-03-19T13:02:00+05:30,23252.25,23255.4,23250.45,23252.5,23258.56696837521,546563,46.99044913973762,,,,
2026-03-19T13:03:00+05:30,23252.55,23254.35,23248.8,23253.95,23257.98984732831,607411,48.13537305208066,,,,
2026-03-19T13:04:00+05:30,23253.65,23254.7,23235.6,23238.9,23255.60361641227,1243319,38.77440393014449,,,,
2026-03-19T13:05:00+05:30,23238.7,23238.75,23231.35,23237.7,23253.365664360736,635857,38.13755164862978,,,,
2026-03-19T13:06:00+05:30,23238,23243.9,23230.75,23243.9,23252.182456315644,714741,43.31763412587326,,,,
2026-03-19T13:07:00+05:30,23243.15,23243.15,23232.4,23234.25,23249.94089927619,644144,37.98607425505774,,,,
2026-03-19T13:08:00+05:30,23235.6,23235.85,23226.15,23230.65,23247.529536866667,864634,36.19623970156854,,,,
2026-03-19T13:09:00+05:30,23229.75,23236.5,23228.45,23234.15,23245.857094758332,600994,39.195896653883494,,,,
2026-03-19T13:10:00+05:30,23233.6,23255.05,23218.4,23218.4,23242.42495791354,1349279,31.92274365586715,,,,
2026-03-19T13:11:00+05:30,23219.2,23234.15,23219.2,23228.75,23240.715588174346,1075826,39.82486457381801,,,,
2026-03-19T13:12:00+05:30,23228.2,23228.6,23214.55,23215.7,23237.588639652553,1301605,34.40252414683793,,,,
2026-03-19T13:13:00+05:30,23217.65,23219.4,23203.85,23205.6,23233.590059695984,1180919,30.896337593835113,,,,
2026-03-19T13:14:00+05:30,23205.7,23205.7,23194.7,23200.25,23229.422552233984,1531882,29.19877264437045,,,,
2026-03-19T13:15:00+05:30,23200.35,23202.35,23194.85,23200.95,23225.863483204736,936125,29.74269862491046,,,,
2026-03-19T13:16:00+05:30,23200.45,23208.45,23199.25,23206.9,23223.493047804142,959518,34.35883773702788,,,,
2026-03-19T13:17:00+05:30,23207.15,23208.7,23198.35,23206.75,23221.400166828626,757289,34.29765754154012,,,,
